,face_id,file_id,x,y,w,h,ex,ey,ra,rb,theta,Female,Glasses,Occluded,Age,Trustworthiness,Dominance,IQ,upsidedown,BW,Roll,Pitch,Yaw,Trustworthiness_raw,Dominance_raw,Age_raw,IQ_raw,Trustworthiness_num,Dominance_num,Age_num,IQ_num,split
10643,50528,image31342.jpg,291.0,82.0,54.0,54.0,332.663665771,102.802093506,32.6128196716,23.1445827484,-1.43240487576,0.0,0.0,0.0,2.75,0.190476,0.383333,3.272727273,0.0,0.0,0.0243140198290348,0.0911585539579391,1.7511261701583898,"[1, 2, 3, 3, 2, 5, 1, 3, 3, 1, 6, 2, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 4, 1, 2, 3, 2, 5, 2, 2, 1, 3, 3, 4, 2, 1, 2, 1, 1, 2, 4, 3, 1, 2, 2, 1, 3, 1, 2, 2, 1, 3, 3, 2]","[7, 1, 2, 1, 7, 1, 5, 7, 4, 3, 2, 4, 7, 2, 2, 6, 4, 7, 1, 5, 3, 6, 2, 3, 3, 2, 2, 1, 6, 6, 2, 1, 1, 5, 1, 7, 6, 2, 1, 3, 7, 5, 1, 7, 4, 4, 3, 1, 6, 4, 7, 1, 3, 2, 1, 5, 1, 2, 1, 2, 2, 3, 5, 2, 3, 1, 1, 1, 2, 3]","[2, 4, 2, 2, 3, 3, 4, 3, 2, 3, 3, 2]","[2, 1, 5, 4, 3, 6, 2, 3, 3, 4, 2, 5, 3, 4, 2, 3, 4, 2, 6, 2, 3, 3]",56,70,12,22,train
11587,51547,image41590.jpg,6.0,59.0,125.0,125.0,75.1549758911,102.580505371,72.5879058838,51.513999938999994,-1.49150145054,1.0,0.0,0.0,,,,,0.0,0.0,-0.055885415524244315,-0.22149828076362602,-0.045427642762661,"[4, 3, 6, 3, 6, 3, 4, 5, 3, 6, 4, 4, 3, 5, 3, 2, 6, 5, 5, 3, 7, 2, 5, 4, 6, 6, 3, 6]","[6, 7, 3, 5, 5, 4, 2, 6, 5, 4, 3, 4, 6, 3, 3, 5, 5, 4, 6, 5, 5, 4, 4, 5, 3, 5, 1, 3, 6, 4, 6, 4, 6, 3]","[4, 3, 5, 5, 4, 6, 3, 5, 4, 5, 5, 5, 3, 4, 3, 5]","[4, 3, 5, 4, 4, 6, 6, 5, 5, 4, 4, 4]",28,34,16,12,train
11403,51345,image39926.jpg,81.0,64.0,87.0,87.0,125.878669739,94.37189483639999,50.2720184326,35.6769180298,-1.4682164192200002,1.0,0.0,0.0,3.75,0.479167,0.427083,4.052631579,0.0,0.0,-0.104477025568485,-0.4058077633380889,-0.0551298893988132,"[7, 6, 2, 6, 6, 5, 1, 3, 2, 3, 4, 1, 3, 6, 4, 1, 6, 5, 5, 3, 1, 4, 2, 1, 3, 1, 7, 5, 3, 5, 4, 3, 2, 5, 4, 4, 6, 5, 4, 5, 4, 4, 2, 4, 4, 6, 3, 6, 1, 4, 6, 2, 3, 4, 3, 1, 4, 2, 1, 6, 6, 3, 3, 5, 4, 6, 3, 6, 5, 4, 6, 5]","[1, 2, 2, 2, 6, 1, 2, 2, 2, 2, 5, 5, 3, 4, 3, 3, 2, 6, 5, 3, 4, 4, 6, 2, 2, 3, 5, 3, 2, 6, 5, 4, 3, 7, 3, 5, 7, 3, 3, 7, 4, 4, 2, 4, 3, 5, 1, 3]","[4, 4, 4, 4, 2, 4, 4, 5, 3, 3, 5, 3]","[3, 4, 3, 2, 5, 5, 5, 5, 3, 5, 5, 5, 4, 2, 5, 3, 5, 3, 5]",72,48,12,19,train
18830,59363,image15901.jpg,165.0,100.0,110.0,110.0,234.181045532,137.243011475,64.0041809082,45.4223251343,-1.54458618164,1.0,0.0,0.0,3.391304348,0.18254,0.635417,3.45,0.0,0.0,-0.08632457256317139,-0.319947600364685,0.611104846000671,"[1, 1, 2, 2, 2, 4, 3, 2, 3, 3, 4, 1, 3, 1, 3, 1, 1, 2, 3, 1, 6, 1, 1, 3, 2, 4, 1, 3]","[6, 7, 2, 6, 5, 3, 4, 4, 2, 6, 5, 6, 7, 3, 6, 3, 7, 5, 5, 7, 7, 5, 6, 1, 3, 4, 5, 7, 6, 7, 5, 3, 3, 3, 6, 6, 2, 5, 4]","[4, 3, 5, 4, 3, 3, 3, 3, 4, 2, 5, 3, 3, 4, 2, 3, 3, 4, 3, 3, 3, 4, 4]","[2, 5, 3, 3, 3, 4, 4, 2, 4, 6, 2, 3, 5, 5, 4, 2, 4, 2, 2, 4]",28,39,23,20,train
12960,53043,image51722.jpg,888.0,471.0,515.0,515.0,1199.36633301,589.302734375,303.831817627,215.622589111,-1.50442004204,0.0,0.0,0.0,3.956521739,0.378788,0.598592,3.6875,0.0,0.0,-0.0509942471981049,-0.7077536582946781,0.404519468545914,"[4, 4, 1, 4, 2, 4, 3, 5, 4, 3, 4, 1, 6, 3, 2, 4, 2, 6, 1, 3, 2, 6, 3, 3, 4, 1, 2, 3, 5, 2, 3, 3, 5, 6, 5, 3, 1, 3, 1, 5, 2, 1, 1, 4, 3, 3, 1, 2, 2, 4, 6, 4, 7, 6, 2]","[4, 3, 4, 1, 5, 4, 1, 2, 3, 5, 7, 6, 6, 4, 6, 6, 4, 2, 4, 3, 6, 3, 7, 2, 4, 6, 6, 5, 4, 6, 5, 5, 6, 6, 5, 6, 3, 3, 3, 2, 3, 3, 6, 6, 7, 2, 6, 6, 4, 6, 5, 2, 6, 5, 5, 5, 7, 5, 6, 1, 2, 6, 5, 6, 5, 5, 6, 5, 7, 4, 6]","[4, 5, 5, 2, 4, 4, 4, 4, 4, 3, 3, 2, 6, 6, 4, 5, 4, 4, 3, 4, 2, 5, 4]","[4, 4, 6, 3, 2, 2, 5, 1, 5, 5, 5, 3, 3, 4, 3, 4]",55,71,23,16,train
16668,56963,image06787.jpg,145.0,176.0,59.0,59.0,176.438186646,194.301925659,34.5118293762,24.492265701300006,1.41291284561,1.0,0.0,0.0,2.272727273,0.355721,0.247126,4.3684210530000005,0.0,0.0,0.14015321433544198,-0.39085286855697604,0.229922458529472,"[5, 5, 1, 4, 5, 1, 3, 2, 2, 5, 2, 1, 4, 1, 3, 4, 6, 2, 1, 2, 2, 7, 4, 4, 4, 1, 1, 3, 3, 4, 1, 3, 2, 1, 2, 3, 3, 2, 3, 3, 4, 5, 3, 2, 6, 4, 1, 1, 4, 6, 2, 4, 6, 5, 1, 2, 5, 3, 7, 3, 3, 4, 4, 1, 5, 3, 1]","[2, 1, 1, 4, 4, 3, 2, 3, 1, 1, 1, 1, 3, 2, 1, 3, 4, 1, 4, 2, 2, 3, 1, 2, 4, 4, 4, 5, 4, 4, 2, 5, 4, 2, 1, 3, 3, 2, 2, 3, 3, 1, 1, 4, 1, 1, 3, 3, 1, 3, 1, 2, 3, 2, 6, 1, 2, 2]","[2, 3, 3, 2, 1, 2, 2, 3, 2, 2, 3]","[4, 4, 2, 6, 5, 6, 6, 6, 3, 4, 4, 4, 4, 4, 2, 5, 3, 5, 6]",67,58,11,19,train
16346,56632,image05252.jpg,205.0,14.0,71.0,71.0,242.640914917,48.7201156616,41.9958267212,29.803491592399997,1.55325424671,1.0,0.0,0.0,3.5,0.248858,0.494253,2.222222222,0.0,0.0,0.0217446945607662,0.2877862453460689,0.143595352768898,"[1, 1, 3, 2, 2, 3, 1, 1, 1, 1, 3, 4, 7, 2, 2, 2, 6, 3, 1, 2, 6, 4, 3, 2, 2, 1, 3, 1, 3, 2, 5, 2, 3, 1, 2, 2, 1, 1, 5, 5, 2, 3, 2, 1, 2, 4, 3, 1, 3, 4, 7, 4, 3, 3, 2, 1, 2, 2, 1, 2, 1, 4, 1, 2, 1, 5, 4, 1, 1, 5, 1, 1, 1]","[4, 3, 7, 5, 3, 4, 1, 5, 3, 3, 7, 5, 1, 4, 1, 3, 6, 3, 4, 3, 2, 2, 3, 1, 3, 7, 1, 3, 3, 6, 7, 4, 1, 6, 3, 6, 5, 3, 1, 3, 3, 2, 5, 4, 2, 2, 1, 2, 2, 7, 7, 4, 6, 2, 1, 4]","[3, 4, 5, 2, 3, 3, 5, 3]","[4, 1, 3, 3, 1, 1, 3, 1, 3]",73,56,8,9,train
13108,53208,image53554.jpg,129.0,147.0,146.0,146.0,208.732589722,212.134155273,84.8430175781,60.2111740112,1.25717568398,1.0,0.0,0.0,2.642857143,0.5942029999999999,0.432292,4.545454545,0.0,0.0,0.3521220386028289,0.24451124668121305,0.40252947807311995,"[5, 5, 3, 3, 2, 6, 6, 4, 4, 2, 7, 2, 7, 5, 5, 4, 5, 4, 6, 4, 7, 6, 6, 4, 5, 3, 3, 5, 2, 6, 5, 6, 6]","[5, 1, 2, 2, 7, 2, 4, 1, 5, 5, 4, 2, 2, 4, 6, 2, 3, 3, 7, 6, 5, 5, 5, 3, 4, 1, 2, 3, 2]","[4, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 2, 3, 3]","[5, 3, 5, 6, 3, 4, 3, 4, 7, 4, 6]",33,29,14,11,train
17975,58418,image12807.jpg,1476.0,602.0,1423.0,1423.0,2171.85424805,1170.13171387,817.8449707030002,580.40612793,-1.52394616604,0.0,1.0,0.0,,,,,0.0,0.0,-0.0269648730754852,0.0757573992013931,-0.0343629345297813,"[7, 3, 1, 2, 6, 6, 4, 1, 1, 4, 4, 3, 2, 2, 2, 1, 3, 4, 2, 2, 5, 5, 5, 4, 5, 4, 2]","[5, 3, 3, 2, 6, 3, 7, 4, 2, 3, 4, 2, 5, 4, 2, 4, 3, 3, 3, 2, 6, 5, 4, 3, 7, 6, 2, 5, 5, 6, 6, 3, 1, 4]","[3, 4, 3, 5, 4, 3, 4, 5, 4, 2, 3, 2, 3, 3, 3, 3, 3]","[6, 7, 4, 3, 5, 5, 6, 7, 7, 5, 6, 4, 6, 6, 6, 6, 4, 5, 5, 5, 4]",27,34,17,21,train
17573,57972,image10826.jpg,23.0,85.0,263.0,263.0,154.968444824,183.53591918900003,140.58160400399998,99.76759338379999,1.5656149387399998,1.0,0.0,0.0,3.7,0.59375,0.537879,4.4,0.0,1.0,0.035340387374162716,-0.133807018399239,-0.030546229332685495,"[5, 5, 3, 3, 5, 4, 5, 3, 3, 5, 3, 5, 5, 3, 5, 4, 3, 6, 4, 3, 6, 5]","[7, 1, 6, 3, 2, 6, 4, 4, 5, 7, 5, 1, 4, 3, 5, 6, 4, 7, 1, 6, 2, 6, 6, 4, 4, 3, 2, 5, 2]","[5, 4, 3, 3, 4, 4, 3, 5, 3, 3]","[6, 5, 6, 6, 6, 3, 3, 4, 5, 3, 5, 3, 5, 3, 4, 4, 4, 4, 5, 4]",22,29,10,20,train
13252,53366,image55339.jpg,117.0,98.0,116.0,116.0,183.99848938,139.879180908,67.7242431641,48.0623664856,1.33218693733,1.0,0.0,0.0,3.75,0.335897,0.528169,3.333333333,0.0,0.0,0.16711516678333302,-0.24141938984394096,0.404890179634094,"[2, 2, 2, 2, 1, 2, 4, 3, 3, 4, 3, 5, 3, 3, 2, 5, 5, 2, 4, 2, 1, 2, 4, 4, 4, 3, 5, 1, 4, 4, 2, 3, 2, 5, 3, 4, 3, 3, 5, 3, 3, 3, 2, 2, 2, 3, 2, 1, 3, 2, 2, 5, 5, 2, 3, 3, 4, 4, 4, 5, 2, 2, 3, 2, 3]","[5, 7, 5, 5, 2, 3, 3, 3, 3, 3, 6, 6, 6, 7, 4, 6, 6, 3, 2, 5, 5, 1, 2, 1, 3, 3, 3, 3, 6, 6, 5, 6, 4, 4, 2, 4, 6, 2, 5, 4, 3, 4, 2, 6, 3, 2, 6, 3, 2, 5, 1, 5, 3, 6, 5, 4, 7, 1, 6, 7, 5, 3, 3, 3, 5, 5, 5, 5, 6, 6, 4]","[2, 4, 4, 4, 3, 4, 3, 4, 5, 5, 4, 3, 4, 5, 3, 4, 3, 3, 4, 4]","[2, 3, 4, 4, 3, 3, 2, 4, 3, 2, 3, 4, 6, 3, 4]",65,71,20,15,train
15024,55220,image00368.jpg,158.0,99.0,145.0,145.0,229.329971313,146.247543335,83.9166870117,59.5537796021,-1.24904572964,1.0,0.0,0.0,3.782608696,0.592593,0.420635,4.0,0.0,0.0,-0.32537567615509005,-0.251024276018143,-0.231292098760605,"[5, 5, 5, 6, 7, 4, 5, 3, 6, 5, 5, 3, 2, 3, 4, 4, 6, 6, 4, 5, 3]","[5, 3, 3, 3, 3, 5, 4, 4, 5, 6, 3, 2, 3, 4, 3, 4, 3, 3, 4, 2, 6, 2, 5, 3, 5, 4, 2, 3, 1, 4, 4, 6, 3, 2]","[4, 4, 3, 4, 4, 4, 2, 4, 5, 3, 5, 4, 3, 4, 3, 3, 2, 4, 5, 4, 4, 5, 4]","[5, 4, 6, 6, 2, 4, 4, 4, 4, 3, 4, 5, 3, 3, 4, 2, 5, 4]",21,34,23,18,train
144,39497,image01477.jpg,74.0,210.0,212.0,212.0,156.972717285,278.179870605,116.942977905,82.99179077149999,-1.54754471779,1.0,0.0,0.0,2.947368421,0.429487,0.488889,4.210526316,0.0,0.0,-0.0431150570511818,-0.18143135309219396,-0.482418566942215,"[5, 4, 2, 3, 6, 2, 2, 3, 3, 3, 6, 3, 1, 5, 3, 1, 4, 5, 1, 4, 2, 4]","[6, 5, 4, 6, 5, 3, 2, 4, 4, 4, 3, 5, 1, 5, 6, 1, 4, 4, 3, 2, 3, 5, 3, 5, 6, 3, 3, 3, 2, 4]","[3, 3, 2, 1, 4, 3, 3, 4, 3, 1, 3, 5, 2, 2, 3, 3, 4, 3, 4]","[5, 5, 4, 5, 4, 4, 5, 4, 4, 4, 4, 5, 4, 3, 4, 3, 4, 5, 4]",22,30,19,19,train
15254,55461,image00933.jpg,141.0,27.0,48.0,48.0,166.956512451,43.9003486633,28.485584259,20.2155761719,1.3430465459799998,1.0,0.0,0.0,2.882352941,0.603175,0.394737,4.0,0.0,0.0,0.0919821783900261,-0.49078392982482894,0.34544557332992604,"[4, 5, 4, 3, 5, 4, 7, 4, 6, 5, 6, 4, 4, 4, 6, 7, 5, 4, 4, 2, 7, 3, 4, 4, 5, 4, 2, 1, 1, 5, 1, 3]","[3, 3, 2, 3, 7, 5, 2, 4, 4, 1, 4, 5, 2, 1, 4, 4, 5, 4, 6, 5, 3, 5, 2, 1, 3]","[2, 2, 3, 3, 2, 4, 3, 3, 4, 2, 3, 3, 4, 3, 3, 2, 3]","[4, 3, 3, 5, 5, 5, 5, 4, 4, 3, 5, 5, 4, 4, 2, 4, 3]",32,25,17,17,train
1057,40438,image09899.jpg,213.0,114.0,203.0,203.0,297.73059082,174.877883911,115.81579589799999,82.19185638430001,-1.26953363419,1.0,0.0,0.0,2.933333333,0.595238,0.393333,4.217391304,0.0,0.0,-0.18137688934803,-0.376736134290695,-0.498343259096146,"[5, 4, 6, 6, 3, 4, 6, 6, 3, 4, 5, 4, 2, 1, 3, 3, 3, 3, 6, 2, 6, 5, 5, 3, 5, 6, 4]","[2, 3, 3, 4, 1, 4, 3, 4, 3, 2, 1, 2, 4, 2, 3, 6, 3, 5, 1, 2, 2, 4, 3, 3, 6, 2, 4, 1, 5, 1, 5, 2, 1]","[3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 4, 3, 4]","[4, 4, 4, 3, 5, 5, 3, 6, 4, 3, 4, 4, 2, 3, 4, 4, 6, 5, 5, 4, 6, 4, 5]",27,33,15,23,train
10773,50668,image32645.jpg,180.0,96.0,185.0,185.0,293.068328857,170.908660889,106.841156006,75.82275390619998,1.5549246072799998,0.0,0.0,0.0,2.4,0.391304,0.471264,4.307692308,0.0,0.0,0.0156495794653893,0.114173978567123,0.548570334911346,"[6, 1, 4, 4, 5, 4, 5, 4, 4, 3, 1, 5, 4, 2, 3, 6, 1, 3, 3, 5, 5, 6, 1, 2, 5, 5, 6]","[5, 5, 4, 4, 1, 5, 3, 5, 5, 4, 6, 4, 4, 4, 3, 3, 2, 1, 5, 3, 5, 7, 2, 2, 4, 4, 4, 2, 2, 1, 1]","[2, 3, 1, 2, 1, 5, 2, 2, 1, 4, 2, 3, 2, 3, 3]","[4, 4, 6, 4, 4, 4, 4, 3, 3, 5, 7, 4, 4]",27,31,15,13,train
13818,53954,image60792.jpg,62.0,307.0,97.0,97.0,111.398696899,338.99697876,56.6366043091,40.193721771199996,1.5059522390399998,0.0,0.0,0.0,4.615384615,0.258333,0.690476,4.45,0.0,1.0,0.0496130883693695,-0.0304203778505325,-0.057702511548995986,"[2, 2, 2, 3, 1, 2, 3, 2, 1, 4, 4, 1, 2, 5, 2, 3, 1, 2, 6, 4, 1, 1, 6, 1]","[6, 3, 1, 7, 6, 6, 6, 6, 2, 2, 6, 6, 7, 4, 7, 3, 6, 6, 6, 7, 7, 2, 7, 6, 7, 5, 6, 4, 7, 6, 7]","[5, 3, 4, 5, 5, 4, 6, 4, 5, 5, 5, 4, 5]","[7, 3, 5, 5, 4, 6, 4, 4, 5, 3, 4, 5, 4, 4, 4, 2, 5, 6, 4, 5]",24,31,13,20,train
14549,54697,image68235.jpg,148.0,91.0,170.0,170.0,277.785186768,161.091094971,101.88891601600001,72.3082580566,-1.41527795792,1.0,0.0,0.0,4.153846154,0.241026,0.465174,3.923076923,0.0,0.0,0.0652138218283653,0.117878697812557,1.33738958835602,"[3, 2, 2, 1, 4, 3, 2, 5, 3, 3, 1, 1, 2, 3, 4, 4, 1, 1, 4, 2, 4, 2, 4, 3, 2, 2, 2, 3, 3, 2, 4, 4, 5, 3, 2, 3, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 3, 1, 3, 4, 3, 2, 2, 2, 2, 3, 3, 3, 1, 2, 2, 5, 2, 2, 2]","[4, 3, 5, 4, 6, 2, 3, 4, 3, 3, 4, 4, 1, 2, 3, 2, 4, 2, 5, 1, 4, 3, 6, 7, 5, 4, 3, 5, 3, 3, 3, 4, 2, 3, 4, 2, 5, 3, 2, 3, 5, 6, 5, 7, 1, 6, 5, 6, 3, 5, 1, 4, 2, 4, 5, 3, 2, 5, 3, 7, 4, 6, 3, 6, 2, 4, 5]","[4, 5, 4, 4, 4, 6, 4, 3, 5, 3, 2, 5, 5]","[2, 3, 4, 5, 4, 5, 4, 3, 4, 7, 3, 3, 4]",65,67,13,13,train
1403,40793,image15218.jpg,330.0,108.0,137.0,137.0,371.45050048800005,153.112686157,81.51528167720001,57.849552154499996,1.52273786068,0.0,0.0,0.0,3.4,0.480769,0.441667,4.3,0.0,1.0,0.5421907305717469,-0.3965959846973421,-1.0572789907455402,"[4, 6, 5, 4, 3, 5, 2, 4, 3, 5, 3, 3, 3, 5, 5, 6, 3, 3, 2, 3, 4, 1, 7, 4, 4, 2, 1]","[5, 5, 5, 6, 3, 4, 3, 4, 1, 6, 7, 5, 5, 2, 3, 1, 2, 4, 6, 4, 4, 2, 4, 3, 3, 3, 3, 7, 3, 4]","[5, 4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 2, 4, 3, 3]","[5, 4, 6, 5, 3, 6, 5, 5, 2, 4, 6, 2, 4, 4, 3, 5, 4, 4, 3, 6]",27,30,15,20,train
17249,57621,image09698.jpg,-53.0,344.0,1001.0,1001.0,450.347412109,755.605529785,509.130279541,361.318267822,-1.56469881535,0.0,0.0,1.0,,0.183908,0.480392,2.529411765,0.0,0.0,0.000155145753524266,0.0171411596238613,0.00908711086958647,"[2, 2, 1, 1, 1, 1, 1, 2, 1, 4, 3, 1, 2, 4, 1, 1, 2, 5, 1, 2, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2]","[2, 1, 5, 6, 3, 3, 5, 2, 5, 2, 6, 2, 1, 7, 3, 2, 4, 4, 7, 6]","[6, 7, 3, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 6]","[1, 2, 1, 3, 1, 3, 3, 4, 3, 4, 2, 3, 2, 2, 3, 3, 3]",39,20,14,17,train
19505,60100,image19153.jpg,511.0,380.0,518.0,518.0,762.6743164060001,572.76171875,296.26953125,210.25578308099998,-1.5656015873,0.0,0.0,0.0,,0.641414,0.42029,4.1428571430000005,0.0,0.0,0.022045707330107696,-0.207243591547012,-0.09555795788764948,"[4, 2, 5, 7, 7, 6, 6, 6, 6, 7, 2, 6, 3, 6, 5, 2, 2, 6, 5, 6, 4, 7, 6, 5, 5, 4, 7, 5, 7, 3, 3, 5, 3, 6, 3, 7, 1, 3, 4, 5, 6, 6, 4, 6, 5]","[4, 7, 5, 5, 3, 2, 6, 2, 1, 2, 5, 3, 1, 4, 3, 4, 3, 3, 5, 5, 3, 4, 5, 4, 2, 2, 4, 6, 4]","[7, 6, 6, 6, 7, 6, 6, 6, 7, 7, 7, 6, 7, 6, 6]","[3, 6, 4, 4, 7, 3, 5, 3, 1, 4, 5, 4, 3, 5, 5, 4, 7, 4, 3, 3, 4]",45,29,15,21,train
14917,55106,image00076.jpg,156.0,207.0,106.0,106.0,201.766479492,243.86209106400003,63.0378494263,44.7365379333,-1.4680980444,1.0,0.0,0.0,2.368421053,0.658333,0.401235,3.571428571,0.0,0.0,-0.0619115903973579,-0.160737618803978,-0.534831821918488,"[4, 4, 4, 6, 6, 5, 7, 6, 4, 5, 5, 4, 1, 1, 4, 3, 5, 5, 3, 4, 6, 5, 4, 5, 2]","[3, 4, 2, 1, 5, 3, 5, 5, 2, 4, 1, 3, 6, 4, 2, 1, 4, 5, 1, 3, 4, 2, 4, 3, 2, 4]","[4, 3, 2, 1, 4, 2, 2, 4, 2, 3, 2, 2, 3, 3, 1, 1, 3, 1, 2]","[2, 5, 5, 3, 4, 4, 2]",25,26,19,7,train
16211,56488,image04749.jpg,498.0,583.0,1042.0,1042.0,970.2781982419999,899.416809082,578.950500488,410.86807251,1.5476641655,1.0,0.0,0.0,2.785714286,0.625,0.357143,4.5,0.0,0.0,0.0560305491089821,-0.38415029644966103,-0.19333291053771998,"[7, 4, 6, 5, 7, 4, 6, 5, 5, 4, 6, 4, 2, 3, 6, 3, 3, 5, 4, 1, 5, 4, 3, 7, 3, 1, 4, 7, 6, 4, 5]","[4, 3, 4, 2, 2, 3, 2, 5, 4, 3, 4, 3, 5, 2, 1, 3, 4, 1, 4, 5, 3, 4, 4, 4]","[2, 3, 4, 3, 2, 3, 2, 3, 4, 2, 3, 3, 3, 2]","[5, 4, 6, 4, 4, 4, 4, 4, 5, 3, 6, 4, 6, 5, 4, 3, 5, 5]",31,24,14,18,train
15800,56044,image03186.jpg,336.0,212.0,327.0,327.0,466.16217041,339.738128662,188.909042358,134.064483643,1.4777325391799998,1.0,0.0,0.0,4.0476190480000005,0.5956279999999999,0.442424,4.7,0.0,0.0,0.0846682712435722,0.053773496299982085,-0.4521472752094271,"[3, 2, 5, 5, 7, 5, 5, 6, 5, 1, 2, 4, 5, 2, 6, 5, 6, 5, 4, 6, 1, 6, 2, 5, 6, 6, 6, 1, 4, 3, 6, 5, 5, 4, 4, 6, 1, 5, 7, 6, 7, 7, 4, 5, 6, 1, 7, 7, 7, 6, 4, 3, 5, 4, 3, 7, 1, 3, 5, 5, 4]","[5, 4, 3, 6, 5, 2, 5, 5, 4, 2, 3, 5, 5, 2, 1, 4, 2, 1, 3, 2, 3, 5, 4, 4, 4, 2, 3, 2, 3, 4, 3, 6, 6, 6, 2, 3, 4, 3, 5, 5, 4, 2, 2, 4, 2, 6, 4, 4, 3, 2, 1, 3, 6, 6, 6]","[6, 3, 3, 5, 4, 6, 4, 5, 5, 4, 3, 3, 4, 4, 4, 2, 4, 3, 4, 5, 4]","[6, 4, 6, 2, 6, 6, 4, 5, 6, 6, 6, 3, 5, 5, 3, 5, 4, 5, 4, 3]",61,55,21,20,train
13473,53598,image57673.jpg,180.0,250.0,162.0,162.0,288.141693115,318.260894775,95.0886993408,67.4822998047,-1.50218904018,1.0,0.0,0.0,,,,,0.0,0.0,0.16244558990001698,0.23793344199657399,0.7621269226074221,"[4, 3, 4, 3, 4, 1, 3, 3, 5, 3, 1, 4, 5, 3, 3, 6, 2, 6, 7, 1, 4, 5, 2, 2, 2, 4, 3, 1, 1, 4, 3, 1, 3, 4, 4, 2, 5, 2, 5, 3, 2, 3, 4, 4, 5, 4, 2, 2, 5, 4, 4, 4, 6, 1]","[7, 2, 1, 1, 7, 6, 3, 2, 1, 3, 6, 1, 2, 4, 2, 4, 2, 2, 4, 6, 4, 4, 2, 6, 2, 3, 3, 3, 3, 3, 2, 2, 4, 3, 4, 2, 3, 5, 6, 1, 6, 3, 2, 3, 4, 4, 4, 7, 2, 5, 4, 2, 2, 3, 4, 1, 2, 4, 6, 1, 2, 2, 4, 1, 1, 3, 6, 7, 5, 3, 2]","[3, 3, 3, 4, 3, 4, 4, 3, 4, 5, 5, 3, 4, 5, 2, 4, 3, 4, 4]","[3, 3, 4, 6, 4, 5, 4, 7, 5, 5, 4, 3, 6, 4, 3, 4, 6, 5, 3, 3]",54,71,19,20,train
10653,50539,image31425.jpg,66.0,84.0,171.0,171.0,163.323852539,148.521331787,97.8737564087,69.4587936401,1.27844905853,1.0,0.0,0.0,,0.512821,0.384615,3.695652174,0.0,0.0,0.22775039076805104,-0.038230236619710894,0.347932487726212,"[6, 3, 4, 5, 7, 4, 4, 6, 4, 6, 5, 3, 3, 3, 2, 7, 3, 5, 7, 7, 1, 1, 6, 6, 1, 3, 3, 3, 6, 4]","[6, 1, 3, 5, 1, 4, 2, 2, 4, 2, 1, 1, 2, 2, 1, 3, 5, 5, 5, 6, 2, 7, 5, 5, 3, 4, 2, 3]","[3, 3, 4, 3, 2, 4, 4, 2, 3, 3, 3, 3, 2, 2]","[4, 4, 5, 4, 5, 1, 5, 3, 2, 2, 3, 2, 5, 6, 6, 6, 4, 3, 3, 3, 3, 4, 2]",30,28,14,23,train
16708,57006,image06949.jpg,779.0,98.0,154.0,154.0,865.68939209,155.932235718,91.5556030273,64.9749450684,1.53307831287,1.0,0.0,0.0,3.0,0.506944,0.403846,4.4117647060000005,0.0,0.0,-0.009028284810483459,-0.135795667767525,0.501779198646545,"[5, 4, 4, 2, 2, 4, 5, 5, 2, 2, 6, 4, 3, 3, 5, 4, 4, 7, 3, 5, 2, 2, 3, 1, 4, 2, 1]","[1, 5, 4, 2, 6, 1, 6, 7, 1, 2, 3, 2, 4, 3, 7, 3, 2, 6, 1, 3, 6, 5, 6]","[3, 3, 3, 3, 3, 3, 3, 2, 5, 4, 3, 2, 3, 2]","[3, 6, 2, 5, 4, 4, 5, 6, 6, 4, 4, 5, 4, 5, 4, 6, 2]",27,23,14,17,train
12506,52522,image48263.jpg,155.0,200.0,173.0,173.0,245.438156128,268.61291503900003,99.4127197266,70.5509643555,1.51026427746,1.0,0.0,0.0,6.555555556,0.342105,0.4305560000000001,3.954545455,0.0,0.0,0.0332826301455498,-0.0904943570494652,0.105531625449657,"[3, 1, 4, 1, 2, 1, 4, 3, 3, 3, 5, 1, 3, 4, 3, 1, 1, 4, 5, 3, 4]","[3, 5, 3, 3, 2, 1, 5, 6, 6, 2, 5, 4, 7, 4, 1, 5, 4, 6, 3, 4, 1, 3, 6, 5, 6, 5, 5, 7, 6, 6]","[6, 7, 7, 6, 7, 6, 6, 6, 6, 7, 7, 7, 7, 7, 5, 7, 7, 7]","[4, 4, 5, 6, 1, 4, 2, 4, 5, 4, 4, 3, 7, 3, 2, 2, 4, 6, 4, 3, 5, 5]",21,30,18,22,train
